TransactionId,UserId,VisitYear,VisitMonth,AttractionId,Rating,ContinentId,RegionId,CountryId,CityId,AttractionCityId,AttractionTypeId,Attraction,AttractionAddress,AttractionType,VisitModeID,VisitMode,CityName,Country,Region,Continent,VisitDate,RatingCategory,VisitYearMonth
49477,87462,2016,7,824,5,3,14,101,3221,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,5,Solo,Douala,Indonesia,South East Asia,Asia,2016-07-01,High,2016-07
49478,39455,2016,7,824,5,4,15,109,4940,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49480,9334,2016,7,824,4,4,15,109,5113,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49483,43345,2016,7,824,4,3,14,105,3437,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,Philippines,South East Asia,Asia,2016-07-01,High,2016-07
49484,17747,2016,7,824,4,4,15,109,535,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,1,Business,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49487,69444,2016,7,824,2,5,18,140,6407,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Ukraine,Eastern Europe,Europe,2016-07-01,Low,2016-07
49488,6893,2016,7,824,5,5,17,123,5782,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,Czech Republic,Central Europe,Europe,2016-07-01,High,2016-07
49490,8945,2016,7,824,4,5,19,141,6435,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,5,Solo,Douala,Denmark,Northern Europe,Europe,2016-07-01,High,2016-07
49492,48611,2016,6,824,5,3,13,93,2708,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,India,South Asia,Asia,2016-06-01,High,2016-06
49495,25171,2016,6,824,4,3,14,106,3551,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Singapore,South East Asia,Asia,2016-06-01,High,2016-06
49496,22835,2016,7,824,4,4,15,109,5399,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49497,16799,2016,7,824,5,4,16,115,5488,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,5,Solo,Douala,New Zealand,Oceania,Australia & Oceania,2016-07-01,High,2016-07
49498,23542,2016,7,824,5,3,14,103,3381,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Malaysia,South East Asia,Asia,2016-07-01,High,2016-07
49500,28799,2016,7,824,2,5,21,163,640,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,United Kingdom,Western Europe,Europe,2016-07-01,Low,2016-07
49501,29408,2016,7,824,5,4,15,109,3915,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49504,64779,2016,7,824,4,4,15,109,4940,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49505,19083,2016,7,824,4,4,15,109,3687,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49506,72073,2016,7,824,4,4,15,109,1434,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49508,73554,2016,7,824,4,5,21,158,7196,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Belgium,Western Europe,Europe,2016-07-01,High,2016-07
49509,22499,2016,7,824,5,3,14,106,3551,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,Singapore,South East Asia,Asia,2016-07-01,High,2016-07
49510,59315,2016,7,824,4,3,14,103,3381,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Malaysia,South East Asia,Asia,2016-07-01,High,2016-07
49512,73793,2016,7,824,5,3,13,91,2657,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Bangladesh,South Asia,Asia,2016-07-01,High,2016-07
49513,4966,2016,7,824,4,5,21,159,7467,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,France,Western Europe,Europe,2016-07-01,High,2016-07
49514,4350,2016,6,824,4,2,8,51,1474,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,United States,Northern America,America,2016-06-01,High,2016-06
49515,57556,2016,6,824,5,3,14,106,3551,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,5,Solo,Douala,Singapore,South East Asia,Asia,2016-06-01,High,2016-06
49516,61831,2016,6,824,3,1,4,22,136,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,South Africa,Southern Africa,Africa,2016-06-01,Average,2016-06
49518,590,2016,6,824,5,4,15,109,1434,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-06-01,High,2016-06
49520,46674,2016,7,824,1,5,21,162,667,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,Netherlands,Western Europe,Europe,2016-07-01,Low,2016-07
49523,87658,2016,7,824,4,2,8,48,441,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,Canada,Northern America,America,2016-07-01,High,2016-07
49524,81698,2016,6,824,5,3,14,106,3551,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Singapore,South East Asia,Asia,2016-06-01,High,2016-06
49525,51343,2016,6,824,4,4,16,115,5487,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,New Zealand,Oceania,Australia & Oceania,2016-06-01,High,2016-06
49526,57307,2016,7,824,2,3,14,107,3632,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Thailand,South East Asia,Asia,2016-07-01,Low,2016-07
49527,55386,2016,5,824,5,5,21,163,426,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,United Kingdom,Western Europe,Europe,2016-05-01,High,2016-05
49529,30843,2016,7,824,5,4,15,109,4303,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49530,85391,2016,7,824,4,5,21,163,8297,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,United Kingdom,Western Europe,Europe,2016-07-01,High,2016-07
49532,57907,2016,7,824,5,4,15,109,4328,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49534,22912,2016,7,824,3,4,15,109,1434,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-07-01,Average,2016-07
49535,56358,2016,7,824,5,5,21,162,7858,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Netherlands,Western Europe,Europe,2016-07-01,High,2016-07
49536,40306,2016,5,824,5,3,13,93,2745,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,India,South Asia,Asia,2016-05-01,High,2016-05
49537,65669,2016,7,824,4,2,8,51,929,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,United States,Northern America,America,2016-07-01,High,2016-07
49539,36186,2016,6,824,5,3,14,101,3098,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Indonesia,South East Asia,Asia,2016-06-01,High,2016-06
49540,43082,2016,7,824,4,4,15,109,4303,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49542,43428,2016,7,824,5,2,8,51,2064,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,United States,Northern America,America,2016-07-01,High,2016-07
49543,14819,2016,7,824,4,4,15,109,535,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49549,61424,2016,7,824,4,5,21,162,7786,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Netherlands,Western Europe,Europe,2016-07-01,High,2016-07
49551,37736,2015,12,824,5,2,9,54,2201,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,5,Solo,Douala,Brazil,South America,America,2015-12-01,High,2015-12
49552,48173,2016,5,824,5,3,13,93,2706,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,India,South Asia,Asia,2016-05-01,High,2016-05
49553,59830,2016,6,824,3,3,13,93,2826,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,India,South Asia,Asia,2016-06-01,Average,2016-06
49554,75285,2016,7,824,4,3,14,101,3184,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Indonesia,South East Asia,Asia,2016-07-01,High,2016-07
49555,30103,2016,7,824,5,4,15,109,4272,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49556,67614,2016,7,824,4,3,13,91,2648,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Bangladesh,South Asia,Asia,2016-07-01,High,2016-07
49559,48998,2016,6,824,5,5,21,163,8402,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,United Kingdom,Western Europe,Europe,2016-06-01,High,2016-06
49561,62717,2016,6,824,5,5,21,163,426,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,United Kingdom,Western Europe,Europe,2016-06-01,High,2016-06
49562,79183,2016,5,824,3,2,8,51,929,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,United States,Northern America,America,2016-05-01,Average,2016-05
49563,47618,2016,5,824,5,2,8,51,876,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,United States,Northern America,America,2016-05-01,High,2016-05
49567,63610,2016,7,824,3,3,14,101,3017,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Indonesia,South East Asia,Asia,2016-07-01,Average,2016-07
49569,66771,2015,9,824,4,5,17,135,6268,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,5,Solo,Douala,Switzerland,Central Europe,Europe,2015-09-01,High,2015-09
49570,80040,2016,7,824,4,3,14,101,3098,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Indonesia,South East Asia,Asia,2016-07-01,High,2016-07
49573,37882,2016,7,824,3,3,14,101,3098,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Indonesia,South East Asia,Asia,2016-07-01,Average,2016-07
49574,79430,2016,7,824,5,3,14,101,3260,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Indonesia,South East Asia,Asia,2016-07-01,High,2016-07
49577,78644,2016,7,824,5,4,15,109,5261,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49578,45625,2015,8,824,5,4,15,109,535,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2015-08-01,High,2015-08
49580,52067,2016,6,824,3,2,8,51,1376,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,United States,Northern America,America,2016-06-01,Average,2016-06
49581,56572,2016,6,824,4,2,8,51,1269,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,United States,Northern America,America,2016-06-01,High,2016-06
49582,22676,2016,6,824,5,2,8,51,785,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,United States,Northern America,America,2016-06-01,High,2016-06
49583,87777,2015,8,824,5,3,14,103,3367,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Malaysia,South East Asia,Asia,2015-08-01,High,2015-08
49585,12367,2016,6,824,5,4,15,109,4428,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Australia,Australia,Australia & Oceania,2016-06-01,High,2016-06
49586,39370,2016,7,824,3,3,14,106,3551,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Singapore,South East Asia,Asia,2016-07-01,Average,2016-07
49587,31224,2016,5,824,5,4,15,109,4940,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-05-01,High,2016-05
49588,13268,2015,8,824,4,3,12,89,2623,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,5,Solo,Douala,United Arab Emirates,Middle East,Asia,2015-08-01,High,2015-08
49590,4635,2016,5,824,5,5,21,163,8998,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,United Kingdom,Western Europe,Europe,2016-05-01,High,2016-05
49591,19932,2016,6,824,5,4,15,109,3690,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,Australia,Australia,Australia & Oceania,2016-06-01,High,2016-06
49592,62665,2016,6,824,4,2,8,48,335,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Canada,Northern America,America,2016-06-01,High,2016-06
49594,25717,2016,7,824,3,4,15,109,5109,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,Australia,Australia,Australia & Oceania,2016-07-01,Average,2016-07
49595,6518,2016,7,824,5,4,15,109,1434,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Australia,Australia,Australia & Oceania,2016-07-01,High,2016-07
49599,72790,2015,8,824,5,3,12,89,2623,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,United Arab Emirates,Middle East,Asia,2015-08-01,High,2015-08
49601,46384,2016,6,824,5,2,8,51,2045,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,United States,Northern America,America,2016-06-01,High,2016-06
49602,35930,2016,6,824,3,4,15,109,535,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,Australia,Australia,Australia & Oceania,2016-06-01,Average,2016-06
49603,23002,2016,6,824,5,4,15,109,5397,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-06-01,High,2016-06
49604,54186,2016,7,824,5,2,9,54,2168,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,Brazil,South America,America,2016-07-01,High,2016-07
49607,65291,2016,6,824,3,3,14,101,3193,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,5,Solo,Douala,Indonesia,South East Asia,Asia,2016-06-01,Average,2016-06
49610,80294,2016,6,824,4,5,21,159,7494,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,France,Western Europe,Europe,2016-06-01,High,2016-06
49611,30989,2016,4,824,5,5,20,157,7170,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,5,Solo,Douala,Spain,Southern Europe,Europe,2016-04-01,High,2016-04
49612,2699,2016,6,824,4,3,14,101,3229,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Indonesia,South East Asia,Asia,2016-06-01,High,2016-06
49614,48000,2016,6,824,4,3,13,93,2690,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,India,South Asia,Asia,2016-06-01,High,2016-06
49615,19013,2016,6,824,4,4,15,109,4331,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-06-01,High,2016-06
49619,75540,2016,6,824,5,3,13,93,2819,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,5,Solo,Douala,India,South Asia,Asia,2016-06-01,High,2016-06
49620,78187,2016,6,824,4,4,15,109,1434,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-06-01,High,2016-06
49621,35091,2016,1,824,5,2,8,51,1160,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,United States,Northern America,America,2016-01-01,High,2016-01
49622,61599,2016,6,824,4,3,13,93,2819,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,India,South Asia,Asia,2016-06-01,High,2016-06
49625,76803,2016,6,824,4,4,15,109,535,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Australia,Australia,Australia & Oceania,2016-06-01,High,2016-06
49626,45323,2016,6,824,4,2,8,51,1040,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,United States,Northern America,America,2016-06-01,High,2016-06
49627,61903,2016,6,824,4,3,14,105,3499,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,1,Business,Douala,Philippines,South East Asia,Asia,2016-06-01,High,2016-06
49630,66622,2016,6,824,5,3,14,101,3098,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Indonesia,South East Asia,Asia,2016-06-01,High,2016-06
49631,82428,2016,2,824,5,2,8,51,667,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,United States,Northern America,America,2016-02-01,High,2016-02
49632,48915,2016,6,824,5,3,14,106,3551,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Singapore,South East Asia,Asia,2016-06-01,High,2016-06
49634,26726,2016,6,824,4,3,14,101,3212,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Indonesia,South East Asia,Asia,2016-06-01,High,2016-06
49635,11694,2016,6,824,5,3,14,106,3551,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Singapore,South East Asia,Asia,2016-06-01,High,2016-06
49637,78137,2016,5,824,4,2,8,51,1682,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,United States,Northern America,America,2016-05-01,High,2016-05
49638,5783,2016,6,824,3,4,15,109,1434,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Australia,Australia,Australia & Oceania,2016-06-01,Average,2016-06
49639,32486,2016,6,824,4,2,8,51,1783,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,United States,Northern America,America,2016-06-01,High,2016-06
49640,44312,2016,6,824,5,3,14,101,3098,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Indonesia,South East Asia,Asia,2016-06-01,High,2016-06
49641,57949,2016,1,824,5,4,16,115,5488,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,4,Friends,Douala,New Zealand,Oceania,Australia & Oceania,2016-01-01,High,2016-01
49642,42178,2016,5,824,5,3,13,93,2745,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,India,South Asia,Asia,2016-05-01,High,2016-05
49643,82079,2016,6,824,5,3,11,69,2282,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,China,East Asia,Asia,2016-06-01,High,2016-06
49644,86594,2016,6,824,4,3,14,106,3551,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Singapore,South East Asia,Asia,2016-06-01,High,2016-06
49646,43991,2016,6,824,5,5,20,151,2035,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,5,Solo,Douala,Italy,Southern Europe,Europe,2016-06-01,High,2016-06
49647,66857,2016,6,824,5,2,8,51,729,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,United States,Northern America,America,2016-06-01,High,2016-06
49648,46683,2016,1,824,5,3,14,103,3367,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Malaysia,South East Asia,Asia,2016-01-01,High,2016-01
49649,38092,2016,3,824,5,3,14,103,3350,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Malaysia,South East Asia,Asia,2016-03-01,High,2016-03
49654,43665,2016,5,824,4,4,16,115,5566,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,New Zealand,Oceania,Australia & Oceania,2016-05-01,High,2016-05
49658,19374,2016,6,824,4,4,15,109,1434,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,3,Family,Douala,Australia,Australia,Australia & Oceania,2016-06-01,High,2016-06
49662,35021,2015,7,824,4,3,13,93,2748,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,India,South Asia,Asia,2015-07-01,High,2015-07
49664,53822,2016,6,824,5,5,21,162,7830,1,76,Uluwatu Temple,"Jl. Raya Uluwatu Southern part of Bali, Pecatu 80361 Indonesia",Religious Sites,2,Couples,Douala,Netherlands,Western Europe,Europe,2016-06-01,High,2016-06
